,ID,NAME,TYPE_ONE,TYPE_TWO,FAST_MOVE,FAST_MOVE_POWER,FAST_MOVE_TYPE,FAST_ENERGY_BOOST,FAST_MOVE_DURATION,CHARGE_MOVE,CHARGE_MOVE_POWER,CHARGED_MOVE_TYPE,CHARGE_MOVE_ENERGY_COST,CHARGE_MOVE_DURATION,DAMAGE WINDOW START
17,0002,Shadow Ivysaur,Grass,Poison,Razor Leaf,13.0,Grass,7.0,1.0,Frustration,10.0,Normal,33.0,2.0,1.0
18,0002,Shadow Ivysaur,Grass,Poison,Razor Leaf,13.0,Grass,7.0,1.0,Solar Beam,180.0,Grass,100.0,4.9,2.7
23,0002,Shadow Ivysaur,Grass,Poison,Vine Whip,7.0,Grass,6.0,0.6,Power Whip,90.0,Grass,50.0,2.6,1.25
20,0002,Shadow Ivysaur,Grass,Poison,Vine Whip,7.0,Grass,6.0,0.6,Solar Beam,180.0,Grass,100.0,4.9,2.7
21,0002,Shadow Ivysaur,Grass,Poison,Vine Whip,7.0,Grass,6.0,0.6,Sludge Bomb,80.0,Poison,50.0,2.3,1.1
19,0002,Shadow Ivysaur,Grass,Poison,Razor Leaf,13.0,Grass,7.0,1.0,Sludge Bomb,80.0,Poison,50.0,2.3,1.1
51,0003,Shadow Venusaur,Grass,Poison,Vine Whip,7.0,Grass,6.0,0.6,Solar Beam,180.0,Grass,100.0,4.9,2.7
42,0003,Shadow Venusaur,Grass,Poison,Razor Leaf,13.0,Grass,7.0,1.0,Petal Blizzard,110.0,Grass,100.0,2.6,1.7
49,0003,Shadow Venusaur,Grass,Poison,Razor Leaf,13.0,Grass,7.0,1.0,Sludge Wave,110.0,Poison,100.0,3.2,2.0
48,0003,Shadow Venusaur,Grass,Poison,Vine Whip,7.0,Grass,6.0,0.6,Frenzy Plant,100.0,Grass,50.0,2.6,2.145
47,0003,Shadow Venusaur,Grass,Poison,Razor Leaf,13.0,Grass,7.0,1.0,Frustration,10.0,Normal,33.0,2.0,1.0
46,0003,Shadow Venusaur,Grass,Poison,Vine Whip,7.0,Grass,6.0,0.6,Frustration,10.0,Normal,33.0,2.0,1.0
45,0003,Shadow Venusaur,Grass,Poison,Vine Whip,7.0,Grass,6.0,0.6,Sludge Wave,110.0,Poison,100.0,3.2,2.0
44,0003,Shadow Venusaur,Grass,Poison,Razor Leaf,13.0,Grass,7.0,1.0,Solar Beam,180.0,Grass,100.0,4.9,2.7
43,0003,Shadow Venusaur,Grass,Poison,Razor Leaf,13.0,Grass,7.0,1.0,Frenzy Plant,100.0,Grass,50.0,2.6,2.145
50,0003,Shadow Venusaur,Grass,Poison,Vine Whip,7.0,Grass,6.0,0.6,Petal Blizzard,110.0,Grass,100.0,2.6,1.7
41,0003,Venusaur,Grass,Poison,Razor Leaf,13.0,Grass,7.0,1.0,Solar Beam,180.0,Grass,100.0,4.9,2.7
39,0003,Venusaur,Grass,Poison,Vine Whip,7.0,Grass,6.0,0.6,Sludge Bomb,80.0,Poison,50.0,2.3,1.1
38,0003,Venusaur,Grass,Poison,Razor Leaf,13.0,Grass,7.0,1.0,Return,35.0,Normal,33.0,0.7,0.1
37,0003,Venusaur,Grass,Poison,Razor Leaf,13.0,Grass,7.0,1.0,Petal Blizzard,110.0,Grass,100.0,2.6,1.7
36,0003,Venusaur,Grass,Poison,Vine Whip,7.0,Grass,6.0,0.6,Solar Beam,180.0,Grass,100.0,4.9,2.7
35,0003,Venusaur,Grass,Poison,Vine Whip,7.0,Grass,6.0,0.6,Frenzy Plant,100.0,Grass,50.0,2.6,2.145
34,0003,Venusaur,Grass,Poison,Razor Leaf,13.0,Grass,7.0,1.0,Sludge Bomb,80.0,Poison,50.0,2.3,1.1
33,0003,Venusaur,Grass,Poison,Vine Whip,7.0,Grass,6.0,0.6,Petal Blizzard,110.0,Grass,100.0,2.6,1.7
32,0003,Venusaur,Grass,Poison,Razor Leaf,13.0,Grass,7.0,1.0,Frenzy Plant,100.0,Grass,50.0,2.6,2.145
40,0003,Venusaur,Grass,Poison,Vine Whip,7.0,Grass,6.0,0.6,Return,35.0,Normal,33.0,0.7,0.1
62,0004,Charmander,Fire,,Scratch,6.0,Normal,4.0,0.5,Flame Burst,70.0,Fire,50.0,2.6,1.0
67,0004,Charmander,Fire,,Scratch,6.0,Normal,4.0,0.5,Flamethrower,70.0,Fire,50.0,2.2,1.5
66,0004,Charmander,Fire,,Scratch,6.0,Normal,4.0,0.5,Return,35.0,Normal,33.0,0.7,0.1
65,0004,Charmander,Fire,,Ember,10.0,Fire,10.0,1.0,Flamethrower,70.0,Fire,50.0,2.2,1.5
64,0004,Charmander,Fire,,Ember,10.0,Fire,10.0,1.0,Flame Burst,70.0,Fire,50.0,2.6,1.0
63,0004,Charmander,Fire,,Scratch,6.0,Normal,4.0,0.5,Flame Charge,70.0,Fire,33.0,3.8,2.9
61,0004,Charmander,Fire,,Ember,10.0,Fire,10.0,1.0,Flame Charge,70.0,Fire,33.0,3.8,2.9
60,0004,Charmander,Fire,,Ember,10.0,Fire,10.0,1.0,Return,35.0,Normal,33.0,0.7,0.1
59,0004,Shadow Charmander,Fire,,Scratch,6.0,Normal,4.0,0.5,Flame Charge,70.0,Fire,33.0,3.8,2.9
58,0004,Shadow Charmander,Fire,,Ember,10.0,Fire,10.0,1.0,Flame Charge,70.0,Fire,33.0,3.8,2.9
57,0004,Shadow Charmander,Fire,,Ember,10.0,Fire,10.0,1.0,Frustration,10.0,Normal,33.0,2.0,1.0
56,0004,Shadow Charmander,Fire,,Scratch,6.0,Normal,4.0,0.5,Frustration,10.0,Normal,33.0,2.0,1.0
55,0004,Shadow Charmander,Fire,,Scratch,6.0,Normal,4.0,0.5,Flamethrower,70.0,Fire,50.0,2.2,1.5
54,0004,Shadow Charmander,Fire,,Ember,10.0,Fire,10.0,1.0,Flame Burst,70.0,Fire,50.0,2.6,1.0
53,0004,Shadow Charmander,Fire,,Ember,10.0,Fire,10.0,1.0,Flamethrower,70.0,Fire,50.0,2.2,1.5
52,0004,Shadow Charmander,Fire,,Scratch,6.0,Normal,4.0,0.5,Flame Burst,70.0,Fire,50.0,2.6,1.0
83,0005,Charmeleon,Fire,,Scratch,6.0,Normal,4.0,0.5,Flame Burst,70.0,Fire,50.0,2.6,1.0
84,0005,Charmeleon,Fire,,Scratch,6.0,Normal,4.0,0.5,Fire Punch,55.0,Fire,33.0,2.2,1.5
85,0005,Charmeleon,Fire,,Fire Fang,12.0,Fire,8.0,0.9,Flamethrower,70.0,Fire,50.0,2.2,1.5
86,0005,Charmeleon,Fire,,Fire Fang,12.0,Fire,8.0,0.9,Return,35.0,Normal,33.0,0.7,0.1
90,0005,Charmeleon,Fire,,Ember,10.0,Fire,10.0,1.0,Flame Burst,70.0,Fire,50.0,2.6,1.0
88,0005,Charmeleon,Fire,,Ember,10.0,Fire,10.0,1.0,Return,35.0,Normal,33.0,0.7,0.1
89,0005,Charmeleon,Fire,,Scratch,6.0,Normal,4.0,0.5,Return,35.0,Normal,33.0,0.7,0.1
81,0005,Charmeleon,Fire,,Fire Fang,12.0,Fire,8.0,0.9,Flame Burst,70.0,Fire,50.0,2.6,1.0
91,0005,Charmeleon,Fire,,Ember,10.0,Fire,10.0,1.0,Flamethrower,70.0,Fire,50.0,2.2,1.5
87,0005,Charmeleon,Fire,,Fire Fang,12.0,Fire,8.0,0.9,Fire Punch,55.0,Fire,33.0,2.2,1.5
80,0005,Charmeleon,Fire,,Scratch,6.0,Normal,4.0,0.5,Flamethrower,70.0,Fire,50.0,2.2,1.5
82,0005,Charmeleon,Fire,,Ember,10.0,Fire,10.0,1.0,Fire Punch,55.0,Fire,33.0,2.2,1.5
78,0005,Shadow Charmeleon,Fire,,Fire Fang,12.0,Fire,8.0,0.9,Frustration,10.0,Normal,33.0,2.0,1.0
79,0005,Shadow Charmeleon,Fire,,Fire Fang,12.0,Fire,8.0,0.9,Flame Burst,70.0,Fire,50.0,2.6,1.0
68,0005,Shadow Charmeleon,Fire,,Ember,10.0,Fire,10.0,1.0,Fire Punch,55.0,Fire,33.0,2.2,1.5
69,0005,Shadow Charmeleon,Fire,,Scratch,6.0,Normal,4.0,0.5,Frustration,10.0,Normal,33.0,2.0,1.0
70,0005,Shadow Charmeleon,Fire,,Scratch,6.0,Normal,4.0,0.5,Flamethrower,70.0,Fire,50.0,2.2,1.5
72,0005,Shadow Charmeleon,Fire,,Ember,10.0,Fire,10.0,1.0,Flame Burst,70.0,Fire,50.0,2.6,1.0
71,0005,Shadow Charmeleon,Fire,,Ember,10.0,Fire,10.0,1.0,Frustration,10.0,Normal,33.0,2.0,1.0
74,0005,Shadow Charmeleon,Fire,,Scratch,6.0,Normal,4.0,0.5,Flame Burst,70.0,Fire,50.0,2.6,1.0
75,0005,Shadow Charmeleon,Fire,,Scratch,6.0,Normal,4.0,0.5,Fire Punch,55.0,Fire,33.0,2.2,1.5
76,0005,Shadow Charmeleon,Fire,,Ember,10.0,Fire,10.0,1.0,Flamethrower,70.0,Fire,50.0,2.2,1.5
77,0005,Shadow Charmeleon,Fire,,Fire Fang,12.0,Fire,8.0,0.9,Flamethrower,70.0,Fire,50.0,2.2,1.5
73,0005,Shadow Charmeleon,Fire,,Fire Fang,12.0,Fire,8.0,0.9,Fire Punch,55.0,Fire,33.0,2.2,1.5
131,0006,Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Blast Burn,110.0,Fire,50.0,3.3,2.75
135,0006,Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Overheat,160.0,Fire,100.0,4.0,2.6
134,0006,Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Fire Blast,140.0,Fire,100.0,4.2,3.1
133,0006,Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Blast Burn,110.0,Fire,50.0,3.3,2.75
132,0006,Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Return,35.0,Normal,33.0,0.7,0.1
130,0006,Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Fire Blast,140.0,Fire,100.0,4.2,3.1
124,0006,Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Dragon Claw,50.0,Dragon,33.0,1.7,1.1
128,0006,Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Blast Burn,110.0,Fire,50.0,3.3,2.75
127,0006,Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Fire Blast,140.0,Fire,100.0,4.2,3.1
126,0006,Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Dragon Claw,50.0,Dragon,33.0,1.7,1.1
125,0006,Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Return,35.0,Normal,33.0,0.7,0.1
136,0006,Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Flamethrower,70.0,Fire,50.0,2.2,1.5
129,0006,Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Fire Blast,140.0,Fire,100.0,4.2,3.1
137,0006,Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Return,35.0,Normal,33.0,0.7,0.1
123,0006,Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Return,35.0,Normal,33.0,0.7,0.1
139,0006,Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Flamethrower,70.0,Fire,50.0,2.2,1.5
140,0006,Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Overheat,160.0,Fire,100.0,4.0,2.6
141,0006,Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Fire Blast,140.0,Fire,100.0,4.2,3.1
142,0006,Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Overheat,160.0,Fire,100.0,4.0,2.6
143,0006,Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Return,35.0,Normal,33.0,0.7,0.1
144,0006,Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Overheat,160.0,Fire,100.0,4.0,2.6
145,0006,Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Dragon Claw,50.0,Dragon,33.0,1.7,1.1
146,0006,Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Blast Burn,110.0,Fire,50.0,3.3,2.75
147,0006,Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Flamethrower,70.0,Fire,50.0,2.2,1.5
148,0006,Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Overheat,160.0,Fire,100.0,4.0,2.6
149,0006,Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Dragon Claw,50.0,Dragon,33.0,1.7,1.1
150,0006,Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Dragon Claw,50.0,Dragon,33.0,1.7,1.1
151,0006,Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Flamethrower,70.0,Fire,50.0,2.2,1.5
138,0006,Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Flamethrower,70.0,Fire,50.0,2.2,1.5
122,0006,Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Blast Burn,110.0,Fire,50.0,3.3,2.75
116,0006,Shadow Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Overheat,160.0,Fire,100.0,4.0,2.6
120,0006,Shadow Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Flamethrower,70.0,Fire,50.0,2.2,1.5
92,0006,Shadow Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Blast Burn,110.0,Fire,50.0,3.3,2.75
93,0006,Shadow Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Blast Burn,110.0,Fire,50.0,3.3,2.75
94,0006,Shadow Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Fire Blast,140.0,Fire,100.0,4.2,3.1
121,0006,Shadow Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Dragon Claw,50.0,Dragon,33.0,1.7,1.1
96,0006,Shadow Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Blast Burn,110.0,Fire,50.0,3.3,2.75
97,0006,Shadow Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Flamethrower,70.0,Fire,50.0,2.2,1.5
98,0006,Shadow Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Overheat,160.0,Fire,100.0,4.0,2.6
99,0006,Shadow Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Blast Burn,110.0,Fire,50.0,3.3,2.75
100,0006,Shadow Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Overheat,160.0,Fire,100.0,4.0,2.6
101,0006,Shadow Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Blast Burn,110.0,Fire,50.0,3.3,2.75
102,0006,Shadow Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Fire Blast,140.0,Fire,100.0,4.2,3.1
103,0006,Shadow Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Flamethrower,70.0,Fire,50.0,2.2,1.5
104,0006,Shadow Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Fire Blast,140.0,Fire,100.0,4.2,3.1
105,0006,Shadow Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Dragon Claw,50.0,Dragon,33.0,1.7,1.1
95,0006,Shadow Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Flamethrower,70.0,Fire,50.0,2.2,1.5
107,0006,Shadow Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Fire Blast,140.0,Fire,100.0,4.2,3.1
106,0006,Shadow Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Overheat,160.0,Fire,100.0,4.0,2.6
119,0006,Shadow Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Fire Blast,140.0,Fire,100.0,4.2,3.1
118,0006,Shadow Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Frustration,10.0,Normal,33.0,2.0,1.0
115,0006,Shadow Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Flamethrower,70.0,Fire,50.0,2.2,1.5
114,0006,Shadow Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Frustration,10.0,Normal,33.0,2.0,1.0
117,0006,Shadow Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Dragon Claw,50.0,Dragon,33.0,1.7,1.1
112,0006,Shadow Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Dragon Claw,50.0,Dragon,33.0,1.7,1.1
111,0006,Shadow Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Frustration,10.0,Normal,33.0,2.0,1.0
110,0006,Shadow Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Overheat,160.0,Fire,100.0,4.0,2.6
109,0006,Shadow Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Dragon Claw,50.0,Dragon,33.0,1.7,1.1
108,0006,Shadow Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Frustration,10.0,Normal,33.0,2.0,1.0
113,0006,Shadow Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Frustration,10.0,Normal,33.0,2.0,1.0
167,0007,Shadow Squirtle,Water,,Tackle,5.0,Normal,5.0,0.5,Aqua Jet,45.0,Water,33.0,2.6,1.7
161,0007,Shadow Squirtle,Water,,Tackle,5.0,Normal,5.0,0.5,Aqua Tail,50.0,Water,33.0,1.9,1.2
166,0007,Shadow Squirtle,Water,,Tackle,5.0,Normal,5.0,0.5,Water Pulse,70.0,Water,50.0,3.2,2.2
165,0007,Shadow Squirtle,Water,,Tackle,5.0,Normal,5.0,0.5,Frustration,10.0,Normal,33.0,2.0,1.0
164,0007,Shadow Squirtle,Water,,Bubble,12.0,Water,14.0,1.2,Water Pulse,70.0,Water,50.0,3.2,2.2
163,0007,Shadow Squirtle,Water,,Bubble,12.0,Water,14.0,1.2,Aqua Tail,50.0,Water,33.0,1.9,1.2
162,0007,Shadow Squirtle,Water,,Bubble,12.0,Water,14.0,1.2,Aqua Jet,45.0,Water,33.0,2.6,1.7
160,0007,Shadow Squirtle,Water,,Bubble,12.0,Water,14.0,1.2,Frustration,10.0,Normal,33.0,2.0,1.0
156,0007,Squirtle,Water,,Bubble,12.0,Water,14.0,1.2,Return,35.0,Normal,33.0,0.7,0.1
158,0007,Squirtle,Water,,Tackle,5.0,Normal,5.0,0.5,Aqua Jet,45.0,Water,33.0,2.6,1.7
157,0007,Squirtle,Water,,Tackle,5.0,Normal,5.0,0.5,Water Pulse,70.0,Water,50.0,3.2,2.2
155,0007,Squirtle,Water,,Tackle,5.0,Normal,5.0,0.5,Return,35.0,Normal,33.0,0.7,0.1
154,0007,Squirtle,Water,,Tackle,5.0,Normal,5.0,0.5,Aqua Tail,50.0,Water,33.0,1.9,1.2
153,0007,Squirtle,Water,,Bubble,12.0,Water,14.0,1.2,Aqua Jet,45.0,Water,33.0,2.6,1.7
152,0007,Squirtle,Water,,Bubble,12.0,Water,14.0,1.2,Aqua Tail,50.0,Water,33.0,1.9,1.2
159,0007,Squirtle,Water,,Bubble,12.0,Water,14.0,1.2,Water Pulse,70.0,Water,50.0,3.2,2.2
183,0008,Shadow Wartortle,Water,,Bite,6.0,Dark,4.0,0.5,Aqua Jet,45.0,Water,33.0,2.6,1.7
182,0008,Shadow Wartortle,Water,,Water Gun,5.0,Water,5.0,0.5,Frustration,10.0,Normal,33.0,2.0,1.0
181,0008,Shadow Wartortle,Water,,Water Gun,5.0,Water,5.0,0.5,Aqua Jet,45.0,Water,33.0,2.6,1.7
180,0008,Shadow Wartortle,Water,,Water Gun,5.0,Water,5.0,0.5,Ice Beam,90.0,Ice,50.0,3.3,1.3
179,0008,Shadow Wartortle,Water,,Bite,6.0,Dark,4.0,0.5,Ice Beam,90.0,Ice,50.0,3.3,1.3
178,0008,Shadow Wartortle,Water,,Bite,6.0,Dark,4.0,0.5,Frustration,10.0,Normal,33.0,2.0,1.0
176,0008,Shadow Wartortle,Water,,Bite,6.0,Dark,4.0,0.5,Hydro Pump,130.0,Water,100.0,3.3,0.9
177,0008,Shadow Wartortle,Water,,Water Gun,5.0,Water,5.0,0.5,Hydro Pump,130.0,Water,100.0,3.3,0.9
174,0008,Wartortle,Water,,Bite,6.0,Dark,4.0,0.5,Aqua Jet,45.0,Water,33.0,2.6,1.7
173,0008,Wartortle,Water,,Water Gun,5.0,Water,5.0,0.5,Return,35.0,Normal,33.0,0.7,0.1
172,0008,Wartortle,Water,,Bite,6.0,Dark,4.0,0.5,Return,35.0,Normal,33.0,0.7,0.1
171,0008,Wartortle,Water,,Bite,6.0,Dark,4.0,0.5,Hydro Pump,130.0,Water,100.0,3.3,0.9
170,0008,Wartortle,Water,,Water Gun,5.0,Water,5.0,0.5,Hydro Pump,130.0,Water,100.0,3.3,0.9
169,0008,Wartortle,Water,,Water Gun,5.0,Water,5.0,0.5,Aqua Jet,45.0,Water,33.0,2.6,1.7
168,0008,Wartortle,Water,,Bite,6.0,Dark,4.0,0.5,Ice Beam,90.0,Ice,50.0,3.3,1.3
175,0008,Wartortle,Water,,Water Gun,5.0,Water,5.0,0.5,Ice Beam,90.0,Ice,50.0,3.3,1.3
198,0009,Blastoise,Water,,Bite,6.0,Dark,4.0,0.5,Skull Bash,130.0,Normal,100.0,3.1,1.8
199,0009,Blastoise,Water,,Bite,6.0,Dark,4.0,0.5,Hydro Cannon,90.0,Water,50.0,1.9,0.5
200,0009,Blastoise,Water,,Bite,6.0,Dark,4.0,0.5,Ice Beam,90.0,Ice,50.0,3.3,1.3
201,0009,Blastoise,Water,,Water Gun,5.0,Water,5.0,0.5,Skull Bash,130.0,Normal,100.0,3.1,1.8
205,0009,Blastoise,Water,,Bite,6.0,Dark,4.0,0.5,Return,35.0,Normal,33.0,0.7,0.1
203,0009,Blastoise,Water,,Water Gun,5.0,Water,5.0,0.5,Hydro Cannon,90.0,Water,50.0,1.9,0.5
197,0009,Blastoise,Water,,Water Gun,5.0,Water,5.0,0.5,Flash Cannon,100.0,Steel,100.0,2.7,1.6
206,0009,Blastoise,Water,,Water Gun,5.0,Water,5.0,0.5,Ice Beam,90.0,Ice,50.0,3.3,1.3
207,0009,Blastoise,Water,,Bite,6.0,Dark,4.0,0.5,Flash Cannon,100.0,Steel,100.0,2.7,1.6
202,0009,Blastoise,Water,,Bite,6.0,Dark,4.0,0.5,Hydro Pump,130.0,Water,100.0,3.3,0.9
196,0009,Blastoise,Water,,Water Gun,5.0,Water,5.0,0.5,Hydro Pump,130.0,Water,100.0,3.3,0.9
204,0009,Blastoise,Water,,Water Gun,5.0,Water,5.0,0.5,Return,35.0,Normal,33.0,0.7,0.1
194,0009,Shadow Blastoise,Water,,Bite,6.0,Dark,4.0,0.5,Hydro Cannon,90.0,Water,50.0,1.9,0.5
184,0009,Shadow Blastoise,Water,,Water Gun,5.0,Water,5.0,0.5,Flash Cannon,100.0,Steel,100.0,2.7,1.6
195,0009,Shadow Blastoise,Water,,Bite,6.0,Dark,4.0,0.5,Frustration,10.0,Normal,33.0,2.0,1.0
186,0009,Shadow Blastoise,Water,,Water Gun,5.0,Water,5.0,0.5,Hydro Cannon,90.0,Water,50.0,1.9,0.5
187,0009,Shadow Blastoise,Water,,Bite,6.0,Dark,4.0,0.5,Hydro Pump,130.0,Water,100.0,3.3,0.9
